chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chr2R	10047907	10050526	chr2R_10047907_10050526	426.438342078712	371.681256933933	404.8837465103	412.043706709094	434.111664089679	367.273379512978	405.616346105188	411.526665948128	376.394584708457	431.662188443387	410.328957709615	397.861447130591	10047907	10050526	-0.00860485256178873	0.83034086322922	-0.0380355780881711	0.347077120829534	-0.05942250281379	0.299880556885214	1	1	0.435389296591776	Ambig	Ambig	0.226231675560225	Conserved	NA	0.0294307255263824	56.3771483694658
chr2R	10050804	10053893	chr2R_10050804_10053893	51.6736791502968	58.3910131739109	64.9490097894919	45.1142744572001	47.5635388480866	70.4652414181877	55.2759320028183	51.440833243516	71.8571479897963	59.6682074738159	50.2630126370352	68.5311583574223	10050804	10053893	0.0701034713341562	0.521761646199659	0.000588926774480509	0.997906142315901	0.219762339494774	0.148953658670125	1	1	0.255899955785723	Ambig	Ambig	119.035972504382	Conserved	NA	0.0695145445596757	0.840082186049422
chr2R	10054263	10063279	chr2R_10054263_10063279	1194.75809671747	1157.71412658273	1074.80135554869	1230.11588353299	1226.08233475068	1187.23255237916	1212.1778327942	1175.79047413751	1329.35723781123	1156.07151980518	1120.40824532737	1163.12604878847	10054263	10063279	-0.0611432335290589	0.0101696951421923	0.0776212461640872	0.00106157898817047	-0.0109528623123522	0.742289731261871	0.247660127799989	0.0410688057808535	0.828092329401618	P2	P1	0.787712598684713	Ambiguous	NA	-0.138764479693146	35.8717035777582
chr2R	10063746	10070325	chr2R_10063746_10070325	228.094927158381	248.161805989121	227.321534263222	204.518044205974	239.327647854658	166.554206988444	211.761316968543	210.662459949637	212.149675017494	222.823462285031	219.329509688881	233.196302744007	10063746	10070325	0.142001653746099	0.0102098159850196	-0.0622174082899664	0.259350990601249	0.14524227086323	0.0635954323157638	0.248477881167695	1	0.130642558249241	P1	P2	2.28234601294055	Conserved	NA	0.204219062036065	23.351686131344
chr2R	10071428	10073109	chr2R_10071428_10073109	19.8343414920331	22.4580819899657	18.8561641324331	12.0304731885867	24.1592578275995	21.3531034600569	14.7921508176556	14.6973809267189	18.8197292354228	10.2554731595621	12.7942213985181	14.2773246577963	10071428	10073109	0.0605382816358996	0.744693436483644	0.257702289961737	0.237346037589243	0.295325270746717	0.301073894489711	1	1	0.436873556802624	Ambig	P1	0.234915575041604	Conserved	NA	-0.197164008325837	56.6545138498727
chr2R	10074605	10077588	chr2R_10074605_10077588	31.8393376582637	39.30164348244	39.2836752759023	78.1980757258135	51.338422883649	42.7062069201138	41.2623154387235	31.8443253412242	36.7840162328719	51.2773657978106	39.2965371525912	54.253833699626	10074605	10077588	-0.444447457272096	0.000205965189006729	-0.275906986713369	0.0280771366020438	-0.515625493878533	0.00301628185420499	0.00783688777522298	0.687445066757117	0.00986082246108056	P2	P2	1.61085974141647	Trans	NA	-0.168540470558727	62.0786511878851
chr2R	10080297	10087098	chr2R_10080297_10087098	169.635815392389	158.329478029258	204.798893771704	105.266640400134	148.73043100116	138.79517249037	182.177015333232	148.60685159238	142.003411503645	177.139990937891	140.736435383699	138.965960002551	10080297	10087098	0.304711053260204	3.91845472381106e-06	0.0342438252406481	0.603958791729116	0.152864751148473	0.102812095140736	0.000207777180172654	1	0.191411342338061	P1	P1	8.89827731332147	Ambiguous	NA	0.270467228019556	11.2381303120652
chr2R	10093707	10096377	chr2R_10093707_10096377	23.4880359774076	25.8267942884606	25.6653345135895	30.0761829714667	26.424188248937	29.8943448440796	17.1277535783381	22.8625925526738	23.9523826632654	23.3078935444593	21.9329509688881	31.4101142471519	10093707	10096377	-0.141495541349985	0.368795635277564	-0.181063258307085	0.28366287866839	0.084809097878613	0.717195940462864	1	1	0.81131864360303	P2	Ambig	0.781470203689846	Conserved	NA	0.0395677169571	82.0661097519415
chr2R	10096848	10098896	chr2R_10096848_10098896	43.3223774694408	59.5139172734092	72.8057448446723	81.2056940229602	61.9080981832238	57.6533793421536	43.597918199406	67.7712564954258	71.0017057518225	99.757784370286	92.3011686607375	90.4230561660434	10096848	10098896	-0.133561609776935	0.19491529152346	-0.437468770519293	2.76599889303952e-06	-0.161507552161685	0.243608717444848	1	0.000188965359534003	0.37417791176185	Ambig	P2	0.305305472704696	Ambiguous	NA	0.303907160742358	59.0076845055952
chr2R	10099119	10103053	chr2R_10099119_10103053	423.306603948391	479.480050485768	434.215557382974	589.493186240748	628.140703517588	563.721931345502	444.543058783229	384.581467582477	415.74492765525	635.839335892851	553.807011964425	566.333878092587	10099119	10103053	-0.286898781574421	0	-0.343947691782907	0	-0.465737210016767	0	0	0	0	P2	P2	0.834134923503152	Cis_+_Trans,same	Reinforcing	0.057048910208486	85.7732185447022
chr2R	10104585	10106150	chr2R_10104585_10106150	10.9610834561236	13.4748491939794	17.8085994584091	24.0609463771734	15.8545129493622	12.8118620760341	12.4565480569731	16.3304232519098	16.2534025215015	20.5109463191242	17.3635861837031	19.0364328770618	10104585	10106150	-0.221436759243844	0.282006100643902	-0.233717949810008	0.239453813788839	-0.196965812298719	0.48998096836107	1	1	0.622364356133081	Ambig	P2	0.947452942419923	Conserved	NA	0.012281190566164	95.0076286659441
chr2R	10110126	10112033	chr2R_10110126_10112033	231.226665288702	286.340545372063	218.941016871029	249.632318663174	255.18216080402	249.831310482666	209.425714207861	204.946811811469	231.82484649089	215.364936350804	222.071128559992	268.413703566571	10110126	10112033	-0.0242905722229601	0.637208250961915	-0.0882322010002078	0.104459651881575	0.0619481662076127	0.41160069577355	1	1	0.551511825793445	Ambig	P2	0.275302802691082	Conserved	NA	0.0639416287772477	57.9811923832381
chr2R	10113709	10117234	chr2R_10113709_10117234	31.8393376582637	35.9329311839452	31.4269402207219	33.0838012686134	20.3843737920371	38.4355862281024	21.798959099703	21.2295502274828	28.2295938531343	15.8493676102324	27.4161887111101	29.5064709594457	10113709	10117234	0.0762010332027667	0.601343075497574	-0.0208417415864774	0.898430779246767	0.270524283889307	0.222570899249285	1	1	0.349070978499237	Ambig	Ambig	3.65617397598902	Conserved	NA	0.0970427747892441	17.6797956400403
chr2R	10117563	10127436	chr2R_10117563_10127436	545.966347385964	608.614021928071	598.15942886774	628.592224103655	520.933996907615	495.39200027332	482.691237207709	541.353530800811	531.229629781708	599.479021963494	563.859614491832	569.189343024147	10117563	10127436	0.063463691220915	0.0650457540866181	-0.107892621055112	0.00198917968569612	0.0608873504589759	0.21489604957955	1	0.0719921156507585	0.340589126768995	Ambig	P2	0.588211599646814	Conserved	NA	0.171356312276027	38.6367173432211
chr2R	10127738	10137148	chr2R_10127738_10137148	306.91033677146	275.11150437708	295.413238074786	240.609463771734	243.857508697333	222.072275984592	312.97076993145	365.801480842781	350.731317569244	317.919667946425	261.367665712583	263.654595347305	10127738	10137148	0.21655799558591	1.72653329881362e-05	0.199875398901048	1.6071494054037e-05	0.310613152314593	5.66989203874974e-06	0.000814829827031206	0.000933615517407245	3.47309214172176e-05	P1	Ambig	1.08346498256707	Ambiguous	NA	0.016682596684862	92.296476221196
chr2R	10137515	10145475	chr2R_10137515_10145475	218.177756412364	225.703723999156	218.941016871029	234.59422717744	246.877415925783	239.154758752637	224.996399279077	232.708531339715	192.474503544097	227.485040993923	251.315063185176	223.678086305476	10137515	10145475	-0.0835523268191789	0.119849895879873	-0.0773062022941891	0.154649302270253	-0.164864165403475	0.0309647037764633	1	1	0.0720347677714142	P2	P2	1.08079719789132	Conserved	NA	-0.00624612452498981	92.5242961353937
chr2R	10147365	10150116	chr2R_10147365_10150116	12.5269525212841	23.580986089464	15.1896877733489	9.02285489144002	20.3843737920371	19.2177931140512	18.6848220854597	10.6147751137414	18.8197292354228	19.5786305773458	23.7606968829621	23.7955410963272	10147365	10150116	0.0532452789389703	0.793263076976344	-0.332860467098378	0.0753682870174119	-0.0995337108020576	0.714362969507562	1	1	0.809188977876785	Ambig	P2	0.159962759780763	Conserved	NA	0.386105746037348	46.2970944971987
chr2R	10150635	10151602	chr2R_10150635_10151602	13.5708652313911	7.860328696488	12.5707760882888	6.01523659429335	9.05972168534983	12.8118620760341	8.56387678916903	7.34869046335943	14.542518045554	9.32315741778374	8.22485661333304	13.3255030139432	10150635	10151602	0.198007707650348	0.441277931505309	-0.0133714757146156	0.956176097084958	0.501014353989187	0.167570039244078	1	1	0.280451697098949	Ambig	Ambig	14.8082165257135	Conserved	NA	0.211379183364964	5.9494711914865
chr2R	10151836	10153915	chr2R_10151836_10153915	22.9660796223541	13.4748491939794	27.7604638616377	30.0761829714667	24.914234634712	23.4884138060626	17.9062878318989	29.3947618534377	18.8197292354228	36.3603139293566	22.8468239259251	26.6510060278865	10151836	10153915	-0.200602146852406	0.231665719217148	-0.261032044882453	0.108620629730716	-0.23084777012263	0.322073968285507	1	1	0.460543537781646	Ambig	Ambig	0.768496247051738	Conserved	NA	0.060429898030047	81.2015389807758
chr2R	10154733	10160929	chr2R_10154733_10160929	887.847759946009	850.038403320203	771.00760008171	1007.55212954414	1085.65664862775	990.78400054664	820.575103253105	820.60376840847	825.501759644683	1050.71984098423	880.973530583672	937.544319195292	10154733	10160929	-0.206353587200908	0	-0.151134547909058	3.26752784829409e-08	-0.26958293195616	0	0	2.83481518672029e-06	0	P2	P2	1.36536344638472	Cis_+_Trans,opposing	Opposing	-0.05521903929185	73.2405721456695
chr2R	10168817	10171655	chr2R_10168817_10171655	9.39521439096306	12.3519450944812	13.6183407623128	9.02285489144002	5.2848376497874	8.54124138402275	7.00680828204739	5.71564813816845	11.1207490936589	13.0524203848972	13.7080943555551	9.51821643853088	10168817	10171655	0.436779574201688	0.100219092954479	-0.419662130138571	0.106766022803453	0.190061022822818	0.614171155935704	1	1	0.732626645070875	P1	Ambig	1.04078863169632	Conserved	NA	0.856441704340259	32.8862055578701
chr2R	10186194	10192878	chr2R_10186194_10192878	103.869314655647	87.5865197608663	107.375379087466	126.31996848016	135.895825280247	117.442069030313	99.6523844557851	87.3677643977177	82.9778970834552	137.050414041421	137.080943555551	129.44774356402	10186194	10192878	-0.239289174722559	0.00186427395744282	-0.40186164759942	2.05240573869503e-07	-0.460170763383502	2.39866145803624e-05	0.0562774656135589	1.61716257617011e-05	0.000129170363688909	P2	P2	0.595451634043677	Compensatory	Opposing	0.162572472876861	71.1972634220484
chr2R	10195134	10204843	chr2R_10195134_10204843	230.182752578595	214.474683004173	316.364531555267	252.639936960321	229.512949362196	326.70248293887	288.057673817504	217.194629250401	202.739810399782	258.251460472609	194.654939848882	204.641653428414	10195134	10204843	-0.060908150598835	0.226824055485726	0.0738519447996928	0.1736997611105	-0.231824111397716	0.00174280628762014	1	1	0.00612339503990515	P2	Ambig	0.824733197805894	Ambiguous	NA	-0.134760095398528	35.4015735283158
chr2R	10208685	10215355	chr2R_10208685_10215355	1059.04944440356	1129.64152409528	1251.31600312174	875.216924469682	906.727145342095	1020.67834539072	969.275145683222	769.162935164954	725.415017801753	1063.77226136912	815.174677677008	737.661773986143	10208685	10215355	0.20488785404443	6.54515619727418e-11	-0.060116201476021	0.0321449151555628	-0.0387288311459216	0.307844852012982	5.71000071268592e-09	0.765964331317291	0.444761519791757	P1	P2	3.40819694215303	Ambiguous	NA	0.265004055520451	18.4904508969656
chr2R	10219317	10219939	chr2R_10219317_10219939	10.4391271010701	8.98323279598629	11.5232114142647	9.02285489144002	2.26493042133746	10.6765517300284	6.22827402848657	6.53216930076394	5.13265342784259	13.9847361266756	9.13872957037005	10.470038082384	10219317	10219939	0.342691032488471	0.218663346331389	-0.63003098564266	0.0261454622770143	0.0607293094326509	0.880893614195632	1	0.64907994062493	0.922800788186073	P1	P2	0.543927267543692	Conserved	NA	0.972722018131131	39.3092999457315
chr2R	10225401	10227379	chr2R_10225401_10227379	27.1417304627822	39.30164348244	45.0452809830347	9.02285489144002	20.3843737920371	25.6237241520683	25.6916303675071	22.0460713900783	15.3979602835278	39.1572611546917	21.0190780118511	25.6991843840334	10225401	10227379	0.705991947077853	7.78203336110368e-06	-0.307445360887921	0.0615291853866287	0.399569948904371	0.0872170467451771	0.000391585439522422	1	0.168052358362658	P1	Ambig	2.29631679931323	Ambiguous	NA	1.01343730796577	23.2757509911711
chr2R	10231285	10232787	chr2R_10231285_10232787	15.1367342965516	15.720657392976	16.237252447373	6.01523659429335	12.0796289137998	19.2177931140512	15.5706850712164	10.6147751137414	5.98809566581636	13.0524203848972	12.7942213985181	12.3736813700901	10231285	10232787	0.232610723019025	0.289664291356618	-0.171955388177725	0.471792008075601	-0.124739522419002	0.701617986406317	1	1	0.799766682027697	Ambig	Ambig	1.35273878582164	Conserved	NA	0.40456611119675	29.8263617860386
chr2R	10240314	10245804	chr2R_10240314_10245804	61.0688935412599	66.2513418703989	43.9977163090106	60.1523659429335	58.1332141476614	49.1121379581308	38.1481784244802	40.8260581297746	34.2176895189506	58.7358917320375	51.1768855940723	50.4465471242137	10240314	10245804	0.0230386614234077	0.834612075458361	-0.34819621334029	0.00412780648590561	-0.142272967002156	0.381041944193922	1	0.13529932127014	0.520949940831048	Ambig	P2	0.0661657437408492	Conserved	NA	0.371234874763698	48.3988277818154
chr2R	10246374	10248193	chr2R_10246374_10248193	18.2684724268726	26.9496983879589	26.7128991876136	15.0380914857334	18.1194433706997	21.3531034600569	28.0272331281896	22.8625925526738	29.085036091108	27.9694722533512	34.7271723674062	28.5546493155926	10246374	10248193	0.277129325907096	0.121929840918136	-0.131701818986548	0.388696377094753	0.157983361927523	0.505763301981649	1	1	0.637235150129131	P1	Ambig	2.1042179070845	Conserved	NA	0.408831144893644	24.3651780348662
chr2R	10248452	10250061	chr2R_10248452_10250061	16.7026033617121	8.98323279598629	21.4750758174933	15.0380914857334	21.1393505991496	8.54124138402275	18.6848220854597	17.1469444145053	16.2534025215015	15.8493676102324	14.6219673125921	15.2291463016494	10248452	10250061	0.0529004152021969	0.803008939560202	0.130511241017387	0.522632108261209	0.0423113989289826	0.886827820572053	1	1	0.927366845759017	Ambig	P1	0.405332251764807	Conserved	NA	-0.0776108258151901	62.7089875685197
chr2R	10251590	10256330	chr2R_10251590_10256330	165.982120907014	144.854628835279	162.896306810742	153.38853315448	154.77024545806	194.313241486518	145.585905415874	156.772063218334	142.003411503645	216.297252092583	170.89424296592	149.435998084935	10251590	10256330	-0.0588233821466166	0.356994935221049	-0.188575434623472	0.00317356441883709	-0.23173586439377	0.0103494245314562	1	0.108252511909085	0.0286723211079352	Ambig	P2	0.311935551224204	Ambiguous	NA	0.129752052476855	59.2394443663103
chr2R	10256534	10258692	chr2R_10256534_10258692	30.2734685931032	23.580986089464	26.7128991876136	30.0761829714667	33.2189795129494	38.4355862281024	27.2486988746287	34.2938888290107	28.2295938531343	36.3603139293566	31.9855534962952	48.5429038365075	10256534	10258692	-0.233056856955004	0.116384262288444	-0.263781177156871	0.0585384208294559	-0.0831853520108351	0.682072861857067	1	1	0.786210039171285	Ambig	Ambig	0.883523454808168	Conserved	NA	0.030724320201867	89.5674883907374
chr2R	10258985	10261276	chr2R_10258985_10261276	20.8782542021401	16.8435614924743	24.0939875025534	15.0380914857334	18.1194433706997	32.0296551900853	16.3492193247772	17.1469444145053	28.2295938531343	21.4432620609026	20.1052050548141	18.0846112332087	10258985	10261276	-0.0528719375590911	0.764287965352465	0.0342684037301209	0.853089714335248	0.0385396681667077	0.881964493912933	1	1	0.923505015231137	Ambig	Ambig	1.54287716391698	Conserved	NA	-0.087140341289212	28.2256469455014
chr2R	10262605	10267465	chr2R_10262605_10267465	98.1277947500586	112.290409949829	125.183978545875	126.31996848016	103.431822574411	106.765517300284	78.6319596096429	94.7164548610771	85.5442237973765	108.148626046291	88.6456768325894	111.363132330811	10262605	10267465	-0.00268614748897525	0.969905252440907	-0.174084349845683	0.0382356798789178	0.0543602316898495	0.635929179191253	1	0.88368133883394	0.750404265497778	Ambig	Ambig	0.0154301491854747	Conserved	NA	0.171398202356708	50.3887529879369
chr2R	10267730	10274823	chr2R_10267730_10274823	533.43939486468	519.904598067707	486.593791084177	733.858864503788	655.319868573637	655.540276223746	487.362442729074	556.867432890126	676.654810237248	556.592497841689	562.945741534795	636.768679737716	10267730	10274823	-0.283473718413861	0	-0.020364226240081	0.546683346004667	-0.131710033036575	0.00592836817154319	0	1	0.0176629414068956	P2	Ambig	13.9201811584634	Trans	NA	-0.26310949217378	7.1838145539651
chr2R	10291948	10305162	chr2R_10291948_10305162	316.827507517476	358.206407739953	377.647064985675	378.959905440481	327.659934286819	350.190896744933	292.728879338869	302.112830160332	277.1632851035	315.12272072109	303.405821736285	328.378467129315	10291948	10305162	-0.00389675386591726	0.926413181919839	-0.0823541036520365	0.0788174533332311	-0.00785544938538606	0.90003546300104	1	1	0.935690103510646	Ambig	P2	0.0473170575977837	Conserved	NA	0.0784573497861192	51.2115908980998
chr2R	10307385	10321520	chr2R_10307385_10321520	282.900344438999	257.145038785108	244.082569047607	276.700883337494	278.586441824507	245.560689790654	219.546659504152	272.718068306894	244.656480060497	251.725250280161	257.712173884435	270.317346854277	10307385	10321520	-0.0210596271153436	0.673130077794825	-0.0564481624140031	0.270796446340026	0.0563174955118328	0.435208848900254	1	1	0.572641363271536	Ambig	Ambig	0.373079055450693	Conserved	NA	0.0353885352986595	61.4658016021192
chr2R	10328588	10329957	chr2R_10328588_10329957	14.6147779414981	16.8435614924743	14.1421230993248	24.0609463771734	17.3644665635872	17.0824827680455	8.56387678916903	11.4312962763369	11.1207490936589	13.9847361266756	12.7942213985181	13.3255030139432	10328588	10329957	-0.24904071802845	0.205403076027021	-0.253558827068589	0.286854082958154	-0.235140297118757	0.44458307392243	1	1	0.580876401614251	P2	P2	0.982181219670507	Conserved	NA	0.00451810904013902	98.2493170028043
chr2R	10331343	10332324	chr2R_10331343_10332324	7.30738897074904	13.4748491939794	16.237252447373	15.0380914857334	10.5696752995748	8.54124138402275	6.22827402848657	12.2478174389324	10.2653068556852	11.1877889013405	11.8803484414811	7.61457315082471	10331343	10332324	0.0803947679262627	0.738248732541436	-0.0650149394643161	0.801198309942014	0.109060069821988	0.759270686090927	1	1	0.839822642539661	Ambig	Ambig	1.23655837548519	Conserved	NA	0.145409707390579	30.8970172629774
chr2R	10335035	10336080	chr2R_10335035_10336080	11.4830398111771	6.73742459698972	10.9994290772527	6.01523659429335	9.81469849246231	8.54124138402275	3.89267126780411	13.8808597641234	11.1207490936589	4.66157870889187	9.13872957037005	11.4218597262371	10335035	10336080	0.181169244514002	0.512685496257839	0.135598930601063	0.622815546342745	0.911828679208288	0.0202832897130344	1	1	0.0504809513059378	Ambig	Ambig	1.3360669122606	Conserved	NA	0.045570313912939	74.8465507844975
chr2R	10338217	10343604	chr2R_10338217_10343604	28.7075995279427	28.0726024874572	28.2842461986497	30.0761829714667	15.0995361422497	42.7062069201138	29.5843016353112	34.2938888290107	26.5187093771867	24.2402092862377	31.0716805392582	25.6991843840334	10338217	10343604	-0.0324015675724305	0.829404065778517	0.109420090026219	0.476921234550073	-0.0136151231814066	0.947361661825488	1	1	0.967435023263421	Ambig	P1	0.296120827214331	Conserved	NA	-0.14182165759865	43.5517150555708
chr2R	10343824	10348522	chr2R_10343824_10348522	28.7075995279427	34.8100270844469	33.52206956877	21.0533280800267	29.4440954773869	49.1121379581308	27.2486988746287	28.5782406908422	27.3741516151605	37.2926296711349	43.8659019377762	31.4101142471519	10343824	10348522	-0.0259759843366433	0.853485601985421	-0.302143405766794	0.0351025560098972	-0.242299273967607	0.230305517173652	1	0.821738666401715	0.358195895697523	Ambig	P2	0.0859723688846368	Conserved	NA	0.276167421430151	52.245849732967
chr2R	10355422	10365027	chr2R_10355422_10365027	92.9082311995236	90.9552320593612	111.041855446551	90.2285489144002	55.8682837263239	72.6005517641934	110.551864005637	119.212089738942	120.617355554301	80.1791537929401	87.7318038755524	79.9530180836594	10355422	10365027	0.298854073287767	0.000749352109308831	0.346037283702987	2.55335346997026e-05	0.43755075629105	0.000291350282852664	0.0250917038315828	0.00143972024767748	0.00125781251690139	P1	P1	0.863647032740788	Cis_+_Trans,same	Reinforcing	-0.04718321041522	88.0008262232039
chr2R	10365277	10367507	chr2R_10365277_10367507	11.4830398111771	13.4748491939794	16.237252447373	12.0304731885867	9.81469849246231	8.54124138402275	10.1209452962907	9.79825395114591	7.69898014176389	6.52621019244862	14.6219673125921	9.51821643853088	10365277	10367507	0.304152655078327	0.20303859850034	-0.104357114221397	0.690327059956746	0.158869192907815	0.657219264761279	1	1	0.766789163499647	Ambig	Ambig	2.91453685115379	Conserved	NA	0.408509769299724	20.3477973670139
chr2R	10368053	10370345	chr2R_10368053_10370345	18.2684724268726	37.0558352834435	27.2366815246256	39.0990378629067	24.1592578275995	51.2474483041365	27.2486988746287	31.0278041786287	29.085036091108	27.0371565115728	35.6410453244432	27.6028276717396	10368053	10370345	-0.326933550379336	0.0222687903798662	-0.0326973333519415	0.825628369520058	-0.352633231861213	0.0893142478774078	0.484290055827559	1	0.171704736950471	Ambig	Ambig	9.99878329099041	Conserved	NA	-0.294236217027395	10.0012168570657
chr2R	10370719	10375622	chr2R_10370719_10375622	30.2734685931032	52.7764926764195	49.759322016143	24.0609463771734	21.8943274062621	17.0824827680455	31.1413701424328	45.7251851053476	23.9523826632654	28.9017879951296	35.6410453244432	18.0846112332087	10370719	10375622	0.745136819511702	3.17331311395564e-07	0.198797811131288	0.180705608600401	0.66023464338171	0.00174488606472969	1.98061408954277e-05	1	0.00612508562254861	P1	P1	3.74821440573914	Trans	NA	0.546339008380414	26.6793702747856
chr2R	10376696	10377887	chr2R_10376696_10377887	5.74151990558853	7.860328696488	12.0469937512767	6.01523659429335	5.2848376497874	6.40593103801706	6.22827402848657	4.89912697557295	10.2653068556852	3.72926296711349	0.913872957037005	3.80728657541235	10376696	10377887	0.370524999210716	0.229534874319002	0.9293314929708	0.0147569114291409	0.940204398588927	0.0510807553695938	1	0.406045279721022	0.109277450697152	Ambig	P1	0.398700573491012	Conserved	NA	-0.558806493760084	62.449282341911
