chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	Simple_class	trans_reg_diff	perc_cis
chr2R	10537384	10538175	chr2R_10537384_10538175	2956.89163251543	1933.85902317633	2378.8284269997	1450.31476611682	1651.25854146071	1639.31655709723	2374.46134904582	2422.07760434506	2124.55185234365	1878.67147083152	1739.91055772289	1448.93252114259	10537384	10538175	0.427341575437306	6.23397562079446e-11	0.311723503624079	6.48593549527217e-11	0.115604950830478	1.15269028128709e-05	8.89141733269423e-10	9.75501675742536e-10	3.16122418279403e-05	P1	P1	1.3708994364206	Cis_+_Trans,opposing	Opposing	Cis-trans	0.115618071813227	72.9448107886734
chr2R	10538468	10540029	chr2R_10538468_10540029	2282.51283913472	2121.24846340659	2131.03379918723	2932.50458203841	2791.93056023291	2940.62970035997	2186.01203562948	2189.65601604932	1646.52768556633	2411.4290521121	2813.76160506749	3016.14524809273	10538468	10540029	-0.282141824232863	0	-0.313695589005189	0	0.0315419355315732	0.183465895234733	0	0	0.238796879511875	P2	P2	0.899412787816395	Cis	NA	Cis	0.031553764772326	90.860586869437
chr2R	10560207	10560761	chr2R_10560207_10560761	1245.00700316439	1559.0801427158	1536.32669243731	1530.00239062874	1651.25854146071	1588.61604502205	1457.34135708632	1529.08939668249	1487.18629664055	1472.09331669634	1372.89817445322	1744.63303566148	10560207	10560761	-0.0943511139775846	6.97910510494282e-06	-0.0255636245793795	0.223629044131323	-0.0687785247488335	0.0206416426094553	7.54127808224642e-05	1	0.0332537267971579	P2	Ambig	3.69083475172341	Trans	NA	Trans	-0.0687874893982051	27.094141766522
chr2R	10580558	10581323	chr2R_10580558_10581323	2230.6375473362	2346.11579168291	2442.54704558005	3474.38042871942	3324.24416899328	3684.23721079583	2550.34737490106	2446.54303469198	2018.32425972646	3533.02396007122	3806.05434501883	3666.6863800343	10580558	10581323	-0.401057081262672	0	-0.450346761738879	0	0.0492814442978722	0.0239652697764122	0	0	0.0382702493196073	P2	P2	0.890551715558274	Cis_+_Trans,same	Reinforcing	Cis-trans	0.049289680476207	90.1348908302832
chr2R	10674134	10676589	chr2R_10674134_10676589	4876.27742906054	5231.91317122897	5345.2841142404	4908.75766993386	4312.82658526252	4799.64847644961	5138.3846124854	5504.72182805696	4806.7985659275	4822.85810422421	4580.8582652548	5056.47879827311	10674134	10676589	0.0972611666359834	7.03082621789901e-11	0.0661818430707935	1.14956457340309e-08	0.0310740095215822	0.0608104482564971	8.89141733269423e-10	1.51637116550712e-07	0.0906628501278684	Ambig	Ambig	1.46960498715554	Cis	NA	Cis	0.0310793235651899	68.0454958128257
chr2R	10693205	10694494	chr2R_10693205_10694494	1789.69756704881	1604.05360837106	1699.16316214264	1163.43931787393	1488.30539592183	1368.91382602964	1809.11340879681	1651.41654841709	1699.64148187492	1458.07338034685	1481.6425843109	946.241646460465	10693205	10694494	0.236393133119521	6.57420993349154e-11	0.283642904260516	6.45269528877592e-11	-0.0472357690075289	0.114703969313275	8.89141733269423e-10	9.75501675742536e-10	0.157814185967929	P1	P1	0.833418109773697	Cis	NA	Cis	-0.047249771140995	85.7205146400835
chr2R	10769624	10769940	chr2R_10769624_10769940	389.064688488873	509.699277426318	417.710944026734	733.126145509602	879.946985909985	709.807169052407	778.923828787517	538.239467632236	584.251759394503	616.877199377515	788.396971468185	946.241646460465	10769624	10769940	-0.567808457306472	0	-0.212410444138871	0	-0.355394777339433	0	0	0	0	P2	Ambig	2.67316637658008	Ambiguous	NA	Ambiguous	-0.355398013167601	37.408820070502
chr2R	10809131	10809562	chr2R_10809131_10809562	648.441147481455	779.540071357899	778.783115982046	494.063271973862	380.224006257401	591.50597421034	603.037802932271	660.566619366835	743.593148320276	560.797453979559	516.535946823984	354.840617422674	10809131	10809562	0.409101160751347	5.58542357619687e-11	0.337513495740465	5.80645970990988e-11	0.0715691258140185	0.139399153701501	8.89141733269423e-10	9.75501675742536e-10	0.187389026287264	P1	P1	1.21210311858442	Cis	NA	Cis	0.071587665010882	82.5012315097309
chr2R	10813343	10813559	chr2R_10813343_10813559	440.939980287389	524.69043264474	523.908641660649	111.562674316679	173.816688574812	169.00170691724	452.278352199203	550.472182805696	610.808657548798	70.0996817474449	149.523563554311	88.7101543556686	10813343	10813559	1.1872460184468	2.39692494996462e-11	1.65499080710438	1.65254395531683e-11	-0.467739619662075	6.67462329850821e-09	5.57303359139607e-10	4.20199475220864e-10	2.76423793170542e-08	P1	P1	0.717373180171339	Cis_+_Trans,same	Reinforcing	Cis-trans	-0.46774478865758	77.9649999938084
chr2R	10865880	10866106	chr2R_10865880_10866106	389.064688488873	434.743501334213	446.030330062444	733.126145509602	782.175098586653	574.605803518616	477.404927321381	611.635758672995	504.581064931616	686.97688112496	598.094254217244	413.980720326453	10865880	10866106	-0.498167561740716	0	-0.0640022161110058	0.0661367503820123	-0.434184490932255	0	0	0.567811207667398	0	P2	Ambig	7.78359863159568	Trans	NA	Trans	-0.43416534562971	12.8475278252496
chr2R	10872926	10873366	chr2R_10872926_10873366	959.692898272553	1056.87644289869	764.62342296419	1051.87664355726	1151.53556180813	1132.31143634551	1168.38574318128	1149.87522630523	1009.16212986323	757.076562872405	937.920535022497	887.101543556686	10872926	10873366	-0.18180218873997	0	0.253566442015422	6.37627524976681e-11	-0.435425245114884	0	0	9.75501675742536e-10	0	P2	P1	0.716980477759406	Cis_*_Trans	Opposing	Cis-trans	-0.435368630755392	36.8055644192432
chr2R	10873679	10874052	chr2R_10873679_10874052	1167.19406546662	1281.74377117501	1040.73743681237	972.189019045342	1021.17304537702	811.208193202751	1155.82245562019	1039.78078974409	929.491435400345	995.415480813717	1046.66494488018	798.391389201017	10873679	10874052	0.218531703277222	6.50640196911342e-11	0.0954758657267807	0.00023625479850429	0.123042093267524	0.000709560372437468	8.89141733269423e-10	0.00247237804237332	0.00149958635412042	P1	Ambig	2.28886851785754	Ambiguous	NA	Ambiguous	0.123055837550441	43.6897092252391
chr2R	11135015	11135897	chr2R_11135015_11135897	1296.88229496291	1304.23050400264	1508.0073064016	1179.37684277632	1596.94082628108	1436.51450879654	1381.96163171979	1516.85668150903	1619.97078741203	1289.83414415299	1250.56071336333	1508.07262404637	11135015	11135897	-0.0248906163270476	0.256041165456168	0.109890391919979	3.95290472890866e-07	-0.134800269466155	1.23224251178389e-05	1	4.81066597696687e-06	3.3681295322093e-05	Ambig	P1	0.226504027259933	Compensatory	Opposing	Cis-trans	-0.134781008247027	44.9134601939462
chr2R	11153693	11154109	chr2R_11153693_11154109	622.503501582196	644.619674392109	623.026492785636	669.376045900072	966.855330197391	946.409558736543	640.727665615538	587.170328326075	823.263842783163	686.97688112496	666.059510378295	739.251286297238	11153693	11154109	-0.312086695413851	0	-0.0198517817167998	0.521448452797872	-0.292241519502672	0	0	1	0	P2	Ambig	15.7208405706851	Trans	NA	Trans	-0.292234913697051	6.36098302443647
chr2R	11184328	11185672	chr2R_11184328_11185672	1737.8222752503	1993.82364405001	2116.87410616938	2247.19101123596	1998.89191861034	2197.02218992412	2148.32217294622	2226.3541615697	1858.98287080069	2411.4290521121	2596.27278535213	2276.89396179549	11184328	11185672	-0.0968165811010078	8.31970314862929e-08	-0.155790718113519	0	0.058965227738671	0.0187577391779838	9.78620854689933e-07	0	0.0305185439006879	P2	P2	0.621452819997024	Cis_+_Trans,same	Reinforcing	Cis-trans	0.0589741370125112	72.5401360581537
chr2R	11194102	11194768	chr2R_11194102_11194768	1115.3187736681	1139.32779660001	1146.93513444629	589.688421388158	695.266754299247	473.204779368272	1294.01861879217	1100.94436561139	1168.50351878901	644.917072076493	638.873407913874	443.550771778343	11194102	11194768	0.659953343429448	5.06231310065648e-11	0.724127610603426	4.90425398453097e-11	-0.0641532521990516	0.121831732175566	8.89141733269423e-10	9.75501675742536e-10	0.165400695999941	P1	P1	0.911377129894963	Cis	NA	Cis	-0.064174267173978	91.8591761629548
chr2R	11383568	11383791	chr2R_11383568_11383791	933.755252373295	817.017959403952	700.904804383841	780.93872021675	803.902184658505	980.209900119991	552.784652687915	868.522777315653	796.706944628867	925.315799066272	842.769176397026	946.241646460465	11383568	11383791	-0.0451842912572483	0.109395046811192	-0.201930532743046	0	0.156736705135718	9.95625461098857e-05	0.911693483948737	0	0.000239417266305297	Ambig	Ambig	0.22376156118374	Compensatory	Opposing	Cis-trans	0.156746241485798	56.2987478565339
chr2R	11527704	11528385	chr2R_11527704_11528385	1219.06935726513	1079.36317572632	991.178511249876	972.189019045342	1118.94493270035	1301.31314326275	1080.44273025365	929.686353182953	1487.18629664055	1247.77433510452	1182.59545720228	1064.52185226802	11527704	11528385	-0.0307520174164822	0.208529198740566	0.000623014207759429	0.981595887587777	-0.0313817259072948	0.3583609094037	1	1	0.425261860652726	Ambig	Ambig	49.3600579785763	Conserved	NA	Conserved	-0.0313750316242416	1.94703830049633
chr2R	11541630	11542603	chr2R_11541630_11542603	2490.01400632879	2436.06272299343	2513.34551066933	2486.2538847717	2389.97946790366	2467.4249209917	2826.73970124502	2642.26647746734	1779.3121763378	2705.84771545137	2990.47127108622	3163.99550535218	11541630	11542603	0.0129485971277316	0.43462967390718	-0.200899885863089	0	0.213861524721262	7.0290693578924e-11	1	0	3.12021234691809e-10	P1	Ambig	0.0644529839930119	Compensatory	Opposing	Cis-trans	0.213848482990821	48.4389815487987
chr2R	11561459	11561799	chr2R_11561459_11561799	1711.88462935104	1686.50496207238	1522.16699941945	1737.19021435971	1770.7575148559	1808.31826401447	1758.86025855246	1969.46714292704	1487.18629664055	1948.77115257897	2215.66735085025	2010.76349872849	11561459	11561799	-0.0773380406242481	9.46560647836492e-05	-0.168910927553243	0	0.0915628637496876	0.000827976539667028	0.000970175355627104	0	0.00172319990489077	P2	P2	0.457862861476917	Cis_+_Trans,same	Reinforcing	Cis-trans	0.0915728869289949	64.8450760324538
chr2R	11606906	11608298	chr2R_11606906_11608298	3968.4598225865	4489.85098791713	4347.0257564816	4446.56944776476	4149.87343972363	4461.64506261513	3668.47996783798	3730.97812790527	4089.76231576152	4514.41950453545	4349.77639430723	4169.37725471642	11606906	11608298	-0.0195493450899176	0.117647415956969	-0.126113744177908	0	0.10656022168755	1.05673218147275e-09	0.979102808761992	0	4.56063362530345e-09	Ambig	P2	0.155013596791952	Compensatory	Opposing	Cis-trans	0.10656439908799	54.2009414411514
chr2R	11628029	11628453	chr2R_11628029_11628453	363.127042589615	547.177165472371	573.467567223143	828.751294923898	782.175098586653	608.406144902063	640.727665615538	636.101189019915	637.365555703094	588.837326678537	584.501202985034	591.401029037791	11628029	11628453	-0.402576869950685	0	0.081260461882455	0.0139377546667426	-0.48392402305265	0	0	0.126764542754952	0	P2	P1	4.95415434055766	Trans	NA	Trans	-0.48383733183314	14.3798936725901
chr2R	11633255	11634420	chr2R_11633255_11634420	4046.27276028428	4190.02788354871	4063.83189612449	4621.88222169097	4856.0037370588	4681.34728160754	4736.35941053055	4367.07931692518	4169.43301022441	4920.99765867063	4975.05675098889	4465.07776923532	11633255	11634420	-0.140744613071623	0	-0.0787974097613417	0	-0.0619409105136813	0.000352200636942968	0	0	0.000784794897535961	P2	P2	1.7861578635377	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.0619472033102813	55.9860928540425
chr2R	11637475	11637802	chr2R_11637475_11637802	1089.38112776884	944.442778760531	821.262195035612	494.063271973862	467.132350544807	523.905291443444	879.430129276229	917.453638009493	796.706944628867	378.538281436202	557.315100520614	384.410668874564	11637475	11637802	0.65356022723529	4.91758079715175e-11	0.675189996801804	4.74811636555004e-11	-0.0215915028023837	0.641076323523034	8.89141733269423e-10	9.75501675742536e-10	0.688968001689237	P1	P1	0.96796491407016	Cis	NA	Cis	-0.0216297695665141	96.8959305389335
chr2R	11647978	11648878	chr2R_11647978_11648878	1530.32110805623	1619.04476358948	1557.56623196409	1466.2522910192	1314.48870734701	1588.61604502205	1268.89204366999	1688.11469393747	1513.74319479485	1051.49522621167	965.106637486917	1537.64267549826	11647978	11648878	0.0744137229981215	0.00041132489204193	0.229438175885315	6.55361065428215e-11	-0.155014421965341	4.75971945856912e-07	0.0040491759560484	9.75501675742536e-10	1.60616047573114e-06	Ambig	Ambig	0.324330171781514	Ambiguous	NA	Ambiguous	-0.155024452887194	59.6776276065772
chr2R	11691324	11691701	chr2R_11691324_11691701	492.815272085906	307.318681977633	261.954320830324	478.12574707148	412.814635365178	557.705632826891	251.26575122178	293.585164163038	398.353472314434	462.657899533136	353.419332037462	443.550771778343	11691324	11691701	-0.310369014260546	0	-0.289242616980221	0	-0.0211703678340144	0.717839468032722	0	0	0.756591727232432	Ambig	P2	1.07304040290083	Cis	NA	Cis	-0.0211263972803249	93.1931358126524
chr2R	11755628	11755974	chr2R_11755628_11755974	570.62820978368	614.637363955266	608.866799767781	1020.00159375249	803.902184658505	828.108363894475	766.360541226428	721.730195234134	770.150046474572	827.176244619849	801.990022700396	857.531492104796	11755628	11755974	-0.390741220911184	0	-0.0963400455182657	0.000913599646060748	-0.294397550054891	0	0	0.00920601286191398	0	P2	P2	4.0558546428868	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.294401175392918	24.6557159476563
chr2R	11907419	11907856	chr2R_11907419_11907856	415.002334388131	389.770035678949	403.551251008878	318.750498047653	477.995893580732	304.203072451032	477.404927321381	464.843176591476	398.353472314434	350.498408737224	367.012383269673	561.830977585901	11907419	11907856	0.0930403505951834	0.0257281828538151	0.046765410083439	0.232934147487306	0.046251130419041	0.420160150056207	0.225752386353269	1	0.490087230506529	Ambig	Ambig	1.98951212935331	Conserved	NA	Conserved	0.0462749405117444	50.2635789571713
chr2R	11953390	11953885	chr2R_11953390_11953885	155.625875395549	172.398285011843	219.475241776758	286.875448242888	271.588575898143	253.50256037586	163.322738294157	195.723442775358	185.898287080069	294.418663339268	271.861024644202	266.130463067006	11953390	11953885	-0.394029380436872	0	-0.423570087052563	0	0.029503234611789	0.707785792309076	0	0	0.749308424938152	P2	P2	0.930257807341279	Cis	NA	Cis	0.029540706615691	93.4804672436651
chr2R	11969544	11970293	chr2R_11969544_11970293	622.503501582196	809.522381794741	800.022655508829	1227.18941748346	955.991787161465	980.209900119991	791.487116348606	905.220922836033	743.593148320276	841.196180969338	1087.44409857681	1271.51221243125	11969544	11970293	-0.34867705036143	0	-0.271007562627767	0	-0.0776482460106096	0.0438867686968896	0	0	0.0672657015541112	P2	P2	1.28659527793452	Cis	NA	Cis	-0.077669487733663	77.7245196799868
chr2R	12014965	12016569	chr2R_12014965_12016569	4227.83628157908	4377.41732377897	3922.23496594594	4749.38242091003	4747.36830669955	4596.84642814892	3932.30900662085	4379.31203209864	4089.76231576152	5173.35651296143	4988.6498022211	3962.3868945532	12014965	12016569	-0.117796736344349	0	-0.130006271790752	0	0.0122045747916066	0.487414863020062	0	0	0.55128301748476	P2	Ambig	0.906085027451179	Cis	NA	Cis	0.012209535446403	91.414783149919
chr2R	12173020	12173549	chr2R_12173020_12173549	596.565855682938	532.18601025395	573.467567223143	541.87584668101	662.67612519147	439.404437984824	565.347940249004	464.843176591476	637.365555703094	448.637963183647	367.012383269673	768.821337749128	12173020	12173549	0.034820179650566	0.315789852649104	0.0511515756079452	0.145940188394471	-0.0163131744619468	0.738531604467654	1	1	0.770478264202896	Ambig	Ambig	0.680725456385697	Conserved	NA	Conserved	-0.0163313959573792	75.7992341200177
chr2R	12226454	12226750	chr2R_12226454_12226750	544.690563884422	322.309837196054	346.912478937457	430.313172364332	445.405264472955	574.605803518616	251.26575122178	415.912315897637	584.251759394503	490.697772232114	475.756793127353	473.120823230232	12226454	12226750	-0.17791257804818	4.51724774919171e-06	-0.140082939406665	0.000282964664917174	-0.0378029103585992	0.489053774018849	4.91667966500157e-05	0.00294571456576169	0.552374786081896	Ambig	Ambig	1.27005171937244	Cis	NA	Cis	-0.037829638641515	78.7369510033909
chr2R	12229346	12229626	chr2R_12229346_12229626	466.877626186647	404.761190897371	361.072171955312	573.750896485776	271.588575898143	507.00512075172	326.645476588314	220.188873122278	478.02416677732	364.518345086713	367.012383269673	532.260926134011	12229346	12229626	-0.0925318289827631	0.0186443715830553	-0.2095422954665	5.57886683738573e-07	0.11698915810808	0.0425513925426478	0.166281255582631	6.69401992292822e-06	0.0654636808348428	Ambig	P2	0.441590222998948	Ambiguous	NA	Ambiguous	0.117010466483737	64.1679752500247
chr2R	12248141	12248424	chr2R_12248141_12248424	440.939980287389	412.256768506581	403.551251008878	924.376444338194	727.857383407024	608.406144902063	288.955613905047	342.516024856877	557.694861240207	490.697772232114	652.466459146085	887.101543556686	12248141	12248424	-0.587046894042082	0	-0.534886448475378	0	-0.052196323252945	0.302340960153172	0	0	0.368379773143538	P2	P2	1.09751685748514	Cis	NA	Cis	-0.052160445566704	91.1147736073424
chr2R	12413969	12414896	chr2R_12413969_12414896	674.378793380713	891.973735496057	771.703269473118	701.251095704837	793.038641622579	743.607510435855	804.050403909695	795.126486274894	1009.16212986323	686.97688112496	584.501202985034	680.111183393459	12413969	12414896	0.0437460368802837	0.140271405386681	0.290021296627322	6.14074304580349e-11	-0.246272807718259	2.8073336988399e-09	1	9.75501675742536e-10	1.18660496548903e-08	Ambig	P1	0.150837326048154	Compensatory	Opposing	Cis-trans	-0.246275259747038	54.0785304660568
chr2R	12457390	12458005	chr2R_12457390_12458005	1608.13404575401	1169.31010703685	1175.254520482	1753.12773926209	1618.66791235293	1183.01194842068	1381.96163171979	1247.73694769291	1141.94662063471	1808.57178908408	1400.08427691764	1862.91324146904	12457390	12458005	-0.141756715536987	0	-0.296086759092381	0	0.154317854331672	4.72750955909898e-07	0	0	1.60188340432279e-06	P2	P2	0.478767493593856	Cis_+_Trans,same	Reinforcing	Cis-trans	0.154330043555394	65.7361708870173
chr2R	12588845	12589688	chr2R_12588845_12589688	544.690563884422	809.522381794741	785.862962490973	605.625946290541	575.767780904064	354.903584526204	665.854240737716	513.774037285316	584.251759394503	602.857263028026	666.059510378295	266.130463067006	12588845	12589688	0.331423532349057	5.87137938832518e-11	0.138996085064617	6.83914513099248e-05	0.192413795381116	7.00147487924858e-05	8.89141733269423e-10	0.000744388788451155	0.000173976042454056	Ambig	Ambig	2.38440911623506	Ambiguous	NA	Ambiguous	0.19242744728444	41.9391115891631
chr2R	12594492	12594991	chr2R_12594492_12594991	285.31410489184	329.805414805265	297.353553374963	430.313172364332	358.496920185549	523.905291443444	452.278352199203	305.817879336498	451.467268623025	476.677835882625	502.942895591774	709.681234845349	12594492	12594991	-0.363622450199475	0	-0.333998333793502	0	-0.0295776538531986	0.603707957671465	0	0	0.653087764235622	P2	P2	1.08869540176895	Cis	NA	Cis	-0.029624116405973	91.853056270392
chr2R	12602215	12602811	chr2R_12602215_12602811	1037.50583597033	951.938356369742	969.938971723093	1721.25268945733	1640.39499842479	1622.4163864055	1042.75286757039	1211.03880217253	1062.27592617182	1556.21293479328	1739.91055772289	1655.92288130581	12602215	12602811	-0.521236173120121	0	-0.400997827751116	0	-0.120219891553989	0.000198392941968439	0	0	0.000462165376176477	P2	P2	1.29984787210277	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.120238345369005	76.9320796273102
chr2R	12633026	12633478	chr2R_12633026_12633478	311.251750791098	194.885017839475	261.954320830324	207.187823730975	260.725032862218	185.901877608964	226.139176099602	269.119733816118	159.341388925773	224.318981591824	203.895768483151	177.420308711337	12633026	12633478	0.161008953238912	0.00246361095979859	0.0776722309132259	0.16928300266076	0.0833097387492455	0.284023329120837	0.0232195189286842	1	0.349174107764747	Ambig	Ambig	2.07292814105969	Ambiguous	NA	Ambiguous	0.0833367223256861	48.2409389979528
chr2R	12634569	12635418	chr2R_12634569_12635418	1141.25641956736	847.000269840794	828.342041544539	828.751294923898	706.130297335173	507.00512075172	829.176979031873	880.755492489113	982.605231708936	616.877199377515	910.734432558076	916.671595008575	12634569	12635418	0.321634181062222	6.06653272956954e-11	0.0967350318821296	0.00054465912293577	0.224889946792231	2.19988400840576e-08	8.89141733269423e-10	0.00556338690996011	8.42946208828375e-08	P1	Ambig	3.32489869289679	Ambiguous	NA	Ambiguous	0.224899149180092	30.0761043377463
chr2R	12635827	12636717	chr2R_12635827_12636717	700.316439279971	884.478157886847	1090.29636237486	525.938321778628	401.951092329252	371.803755217928	854.303554154051	844.057346968733	929.491435400345	771.096499221894	502.942895591774	739.251286297238	12635827	12636717	0.721771605895312	4.62057853143839e-11	0.26639028717981	6.23100941955511e-11	0.455383857091717	6.24565830736323e-11	8.89141733269423e-10	9.75501675742536e-10	3.12021234691809e-10	P1	P1	2.70945166033071	Cis_+_Trans,opposing	Opposing	Cis-trans	0.455381318715502	36.90783691184
chr2R	12663223	12663468	chr2R_12663223_12663468	207.501167194065	382.274458069739	318.593092901746	302.812973145271	423.678178401104	354.903584526204	339.208764149403	318.050594509957	318.682777851547	168.239236193868	353.419332037462	354.840617422674	12663223	12663468	-0.174318826598501	0.000102913422153739	0.107452816938345	0.0210655191129737	-0.281881088482795	1.2832119691053e-05	0.0010512027827299	0.188719457715255	3.48469600264531e-05	P2	Ambig	1.62228251957808	Trans	NA	Trans	-0.281771643536846	27.6069024046329
chr2R	12716851	12717101	chr2R_12716851_12717101	544.690563884422	397.26561328816	516.828795151721	462.188222169097	434.541721437029	557.705632826891	527.658077565737	660.566619366835	239.01208338866	476.677835882625	475.756793127353	325.270565970785	12716851	12717101	0.00296740173512222	0.938559035753653	0.110554478130017	0.00412442117152023	-0.107587872109378	0.0438423602515157	1	0.039559000384826	0.0672657015541112	Ambig	Ambig	0.0268410812959781	Ambiguous	NA	Ambiguous	-0.107587076394895	50.6801550813152
chr2R	12786672	12787180	chr2R_12786672_12787180	311.251750791098	299.823104368423	283.193860357107	382.500597657184	401.951092329252	321.103243142756	477.404927321381	379.214170377257	424.910370468729	462.657899533136	353.419332037462	236.560411615116	12786672	12787180	-0.212034730354953	2.20672178619097e-06	0.196735506786604	2.14134817020602e-06	-0.408899817723165	0	2.44640956181315e-05	2.4749537729686e-05	0	P2	P1	1.07776544162383	Cis_*_Trans	Opposing	Cis-trans	-0.408770237141557	32.4911049580308
